Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Burundi,BDI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,6.728157031,7.334216248,8.174426035,9.326999273,9.493738392,8.577883551,8.180092875,7.882187255,8.252686165,9.304405983,6.880909062,7.312341339,8.245750631,8.351348129,7.832632372,7.327420366,7.866342082,10.58996881,9.78876576,11.68193366,11.81980421,12.70795383,8.599290936,8.424747763,9.351748292,8.25845974,6.271379704,9.744337923,10.30614795,11.30813911,10.90123278,10.92481796,11.0867341,11.04303804,11.45083317,11.8850166,10.3672036,11.10936178,9.622533997,9.490401363,9.245838979,9.318993014,8.830693673,9.54574735,10.12420983,8.675460283,9.363158083,,,
Belgium,BEL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.44682675,18.24361496,18.47326643,18.24238687,17.40789269,17.45858215,17.02211233,16.77439268,16.10775678,15.99714506,15.77275389,15.18942663,15.09643544,14.20647964,12.80201249,13.16604606,12.76721067,12.59604836,12.50581766,12.57640221,12.75185009,12.59738764,12.83018481,,
Benin,BEN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,11.42150873,11.08388915,11.18279971,12.73991686,12.23497502,9.194901563,9.029592809,10.76107435,8.865208223,7.970468813,6.639706,9.097455938,8.672738383,7.925103429,7.888249519,7.180894529,7.17178972,8.130548032,7.835668413,7.376006869,7.160406202,7.941468232,7.426247821,8.05454443,8.077371806,8.275149107,8.468579033,7.987113987,20.86830505,21.00371747,21.19916527,20.90652889,20.4467354,19.14929247,19.39379588,18.67306333,16.53268088,14.80855327,14.43960372,13.82017264,13.31091343,12.31349559,12.92190712,13.17637254,12.19054611,11.87393102,12.29930777,12.29390639,
Burkina Faso,BFA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.26579138,10.62596029,11.12549825,11.13631641,10.89629248,11.15829623,12.75073543,15.00329862,15.48418239,15.99084866,16.65287802,17.41550716,18.36960153,19.02551026,18.52002477,18.13321326,17.73875965,16.42956292,15.35845174,15.8773815,14.74103471,14.42502288,14.39695332,16.00697046,15.11124735,13.3255874,13.69004648,14.9899884,15.06706422,14.49003365,14.74901604,13.37681884,14.4729992,14.22732497,13.44792003,14.12076303,13.36918434,14.35668427,13.80052706,15.39582171,12.34659255,11.01757358,10.3139742,13.21930706,13.1939144,10.56973942,10.58566905,10.11472775,7.918586263,8.403391966,7.217490176,7.01767595,6.751753945,5.346687939,6.271112601,6.621671882,5.357682595,5.487197531,5.169316647,
Bangladesh,BGD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,5.309910797,5.470588542,5.448665141,5.359331468,5.514048718,5.445473719,5.998064082,5.582903418,6.153438202,5.851063658,5.804682835,5.485218348,3.983848151,8.521769535,9.251323716,7.04227568,9.283922984,11.22620919,9.910996048,9.861451587,14.4874848,13.98206522,13.9391494,15.04367939,15.6039256,14.45807009,14.22323064,13.47380665,13.42203116,12.90563053,13.23921855,13.98712269,14.39746369,15.41253836,15.86945466,15.90000685,14.00264514,14.11978066,14.85983116,14.38909508,14.03531575,14.17835702,14.31743755,14.14546156,14.44207319,14.74399876,15.30756218,15.93407299,16.12436697,16.48018606,16.12122836,15.99673425,15.91422067,16.44201947,16.61270766,16.78867356,17.03024686,17.30064127,17.95814341,
Bulgaria,BGR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.756289928,8.820408728,12.78060318,11.82092594,11.64603079,12.08544891,12.95502585,13.4558158,13.75069795,12.64185646,13.55726565,13.38278926,13.95121644,12.28890028,12.75109302,11.71358529,13.7164898,13.66619373,12.69170023,13.31880701,13.6210813,14.49166047,14.68124799,14.36623294,
Bahrain,BHR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,16.22485105,15.51499348,12.40881237,11.90544005,12.44807627,10.10851358,13.86246406,16.02618128,18.15446448,17.22825084,16.72309482,15.84853373,13.92587886,15.35146013,16.08643278,19.05269706,,,,,,,,,,,13.25112462,14.4669591,15.09657826,13.98170618,14.48223504,15.04759704,14.85814419,14.81715784,14.92809337,17.342942,18.09327852,18.52035888,17.64599364,
"Bahamas, The",BHS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.292586545,3.804106128,4.800781702,4.359440335,4.262807245,4.110647438,3.532691747,4.27179274,2.346676437,1.996130668,2.734299253,2.887400065,2.21211542,2.525570984,2.412602352,2.686827258,2.391167321,2.521822518,2.295085673,2.098612958,2.092775367,2.127625855,2.191560457,2.945758127,2.706161316,2.843766256,2.263341333,3.161638004,2.608924446,,
Bosnia and Herzegovina,BIH,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50560362,11.43649852,11.43649964,11.22184186,12.06927902,10.7000739,8.498451536,8.543605253,8.407271543,8.688514305,9.38,9.942766538,10.01778662,10.81107523,11.01227971,10.4775406,10.88480629,10.91601311,10.54511147,10.93711828,10.94019418,11.67037607,12.36923522,13.11501121,12.83215659,
Belarus,BLR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17090069,44.44444444,39.13043478,28.12182741,27.01624234,27.97624441,29.55811905,30.39936755,29.47700029,28.19639637,27.04350873,26.5995854,25.96840651,26.65350282,28.55028225,25.3421468,24.99981077,24.90693694,26.18436746,22.45711032,21.95695549,26.42239906,24.78291842,21.99565074,21.08754522,20.64429899,20.15218696,21.6291152,21.46793202,
Belize,BLZ,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,16.54438738,13.80105402,18.20489358,15.6210143,12.5998988,14.03774337,15.0753443,12.74025377,11.69362881,13.99766438,13.5988454,12.69311889,11.39727079,10.41389456,10.28708563,9.71518237,9.77470274,9.759733441,10.02389677,9.594211101,9.390030326,9.033707874,9.507687702,8.905833111,8.290520254,7.77413342,7.789058043,7.73041566,10.17974858,11.04081768,12.52539455,11.44777911,12.21371649,13.48167449,12.12125427,9.996203469,8.679689354,6.893464907,6.503924053,6.619302069,,
Bermuda,BMU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.108038537,2.135436403,1.709412938,1.742233544,1.647653229,1.662338929,1.441531943,1.473716221,1.324681238,1.302117152,1.174863816,0.940887618,0.880526615,,,,,,
Bolivia,BOL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,13.26767092,13.537185,12.8708134,12.84821146,12.27811355,12.2906189,12.81577551,12.57490593,12.3853089,13.0517681,12.61261261,14.58333333,7.541899441,12.02229299,11.33509071,16.0343054,18.86875114,17.18108531,17.82811531,16.9854338,16.96302487,17.73056818,17.14140988,16.87257545,16.65789199,16.72941767,16.4255241,14.5202249,13.99206438,13.59412993,13.24110664,13.34477108,13.03542238,12.78444785,12.50745536,11.62694521,11.33160312,11.41491639,11.16847346,11.61672564,11.27002203,10.33846376,10.21420833,9.927811307,9.738327885,10.1911908,10.98422141,10.49350834,10.34315187,
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,25.40087875,27.51917686,23.94883903,27.17961179,24.38544369,23.34684686,23.43113474,22.45139095,23.86099912,24.17988554,24.63487048,25.00290909,25.0415803,25.53960556,26.55302029,26.72119968,26.77471466,25.85714719,27.18904902,27.89583358,30.25112567,29.54916416,31.07180381,29.81641853,30.87993922,30.71472976,29.3428179,28.76134322,27.97663301,29.26089576,,22.08622234,21.65363827,21.66471773,23.21658291,14.54227915,13.06719124,13.01862538,12.1551372,12.30853333,13.13465959,13.08953794,12.35696267,14.45076456,15.09953016,14.73828114,14.10894587,14.15426481,13.9551769,13.05946215,12.72185961,11.78379767,10.67594231,10.47961426,10.33709561,10.52093745,10.78337153,10.53933436,9.661743751,
Barbados,BRB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,8.849873406,9.707502985,10.3285955,10.10777732,10.10902618,10.60387171,9.960096608,10.33165829,11.29726916,11.46864686,9.621608165,8.665583311,7.673827991,7.750387197,6.807306256,10.35508048,9.856573113,8.83950997,8.441258656,7.878619797,7.829431806,7.736549165,7.807075711,7.738610025,7.477468555,7.589300016,7.638008759,7.385790005,7.928607417,7.615917595,6.875272625,7.787621214,6.891754508,7.176913425,6.998962042,5.827943222,6.140444978,5.604174944,5.945799458,5.683162086,5.608455221,4.828827238,,,
Brunei Darussalam,BRN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,8.676706674,11.69506208,14.1634197,11.97123119,11.91339011,10.71000968,11.81587326,9.930077511,9.906306504,10.04443679,10.12579786,10.11312772,10.37853415,10.05016463,10.10194282,12.42684186,11.13511832,12.46632369,12.89535583,12.27283841,12.01576806,13.00399851,12.76066131,14.99901127,13.66413864,13.54676414,15.36311712,15.72556812,15.68413351,15.31572793,13.2873789,12.30760947,10.56359666,10.38112523,13.70778364,13.96936834,14.90636704,16.43565206,16.62395496,16.49807854,16.12843664,14.52919339,11.46081923,12.65820066,14.06635505,
Bhutan,BTN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,2.837948748,5.612298182,5.52541424,6.294951382,6.321194115,5.833569017,5.07149493,5.670528189,5.304568664,7.443764458,7.704170282,8.511058588,8.778480377,8.853826818,9.093356079,10.30901451,11.22661808,9.837773009,9.211140787,8.628246164,8.202643312,8.365423775,7.417404738,7.193342373,7.210288611,7.119206621,7.616689513,8.155078669,8.390771774,8.195268944,8.723326482,8.292901707,8.848367931,8.330929299,8.043824046,7.978993909,7.432100375,7.251643585,,
Botswana,BWA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,11.58536585,7.859078591,8.204615988,6.736842105,5.670567057,5.87382161,5.892070485,5.90086546,5.606373562,5.962971868,6.662859318,6.754250386,6.114398422,6.391246549,5.04340018,4.40240131,6.060100167,6.789148845,5.92604114,5.043294746,5.042551687,5.544728496,5.484164267,5.114975805,4.951275841,4.770750175,4.826396512,4.876027389,4.308401383,4.875553146,5.323237407,5.614679582,5.679896114,6.218138708,5.563178689,5.626987325,5.84016042,6.057066481,5.705543083,5.554128172,4.949504722,5.283793173,6.26423056,5.726508406,6.346525905,6.387078393,5.786082019,5.937139645,5.820719326,5.306357343,5.779361838,5.194247076,5.115963528,5.15867561,
Central African Republic,CAF,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30696633,18.39649783,19.96856112,23.65146879,20.94306207,16.72890835,18.0338069,17.77479567,15.7199346,,
Canada,CAN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3035734,16.53140153,17.41038451,17.36792022,16.39440423,16.06470879,15.01587197,14.65933582,13.73720209,12.9415691,12.24836864,10.94279649,10.3928568,10.35068836,10.29712044,10.37893185,9.949292028,9.779467184,10.33750674,,,,
Central Europe and the Baltics,CEB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92604498,19.69378222,19.62639634,18.98899229,18.23082078,18.35757839,18.27617019,17.68625976,17.95113109,18.52614323,18.34375941,18.54041565,18.41555985,18.00552584,17.19048202,17.58208561,18.31132224,17.85764152,17.65502714,18.55445484,18.81704202,19.01944425,,,
Switzerland,CHE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.49386712,20.16878759,19.77827436,19.47985033,19.94975945,19.31530801,19.06927131,19.11660707,18.68783993,18.43382115,17.86921591,18.61771362,19.06801857,18.89032392,18.93960892,19.10022966,19.49490772,19.65234616,19.9573055,18.65369148,18.79292205,19.13275009,18.76499601,18.64832812,18.36203263,17.94237828,17.91381462,17.92061388,18.30797023,
Channel Islands,CHI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,21.80539273,22.1665623,23.62413732,23.66262276,24.26504189,23.77588175,22.7739726,23.59336537,25.43562849,25.05648606,25.47120924,24.43474905,23.37573724,27.08737339,29.55125861,20.27668193,23.2627955,21.74438572,22.39440997,21.24062454,21.43177907,22.04064447,19.41029755,20.86921868,22.95815265,21.94615459,17.86772906,17.50823027,18.05861526,18.03498606,18.51202487,19.07638337,18.98709145,19.27130456,19.23869787,19.34987952,16.84096101,16.53346285,16.15007282,16.30661459,16.87983488,17.53165351,17.58288334,17.03162982,15.9522569,14.29119161,12.88765334,11.95569402,11.14487624,11.23565032,10.77252171,11.01153073,10.80546442,11.11553648,11.3188914,11.66119158,10.98015515,10.48495305,10.6467647,
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.97506997,32.09392433,32.45232806,32.38335596,32.11941289,31.59624206,31.61281829,32.06478991,31.52857514,30.6710096,30.50463401,29.50760861,28.95563446,29.30297167,29.41437361,
Cote d'Ivoire,CIV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,9.139308265,11.08902646,12.19969972,9.741484804,9.239898275,10.29082454,10.33929621,11.09204018,10.15918472,10.23004666,9.394847072,9.40754003,7.640332285,7.684540098,8.128952708,,,,,,,,,,,17.45050761,16.57763404,16.58318699,15.43232606,14.74179,15.04924517,14.59307881,17.28478354,16.19516559,16.57418107,17.21134365,16.15762213,14.25846179,12.31517849,12.46528097,14.46044638,14.23069502,14.55700286,14.29658261,13.38457714,12.62580912,13.31369023,13.98244261,16.20297196,16.85122556,14.73425804,12.36795136,12.30719939,12.77276201,
Cameroon,CMR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,9.523809517,9.660449436,9.769865598,9.266408955,9.821744259,10.24513262,10.33470954,10.38133153,10.24067914,9.820913062,10.28907434,10.54151944,8.956829335,8.239871973,8.093082172,8.800170454,9.669339243,11.36939015,11.11153542,11.22065731,11.0044453,11.98209453,12.76192677,13.17584303,14.05006976,14.17621103,14.16681617,13.92983462,17.70632626,18.22992697,18.23433014,17.21981439,16.37614612,17.36675555,18.21935332,17.74135798,17.93540471,17.91359948,17.55255409,16.17253559,15.9489854,15.17540166,12.49816096,12.23912691,13.45454261,14.46653155,14.68687124,15.07799791,14.99418695,14.42311377,14.66331959,14.86109111,15.12397235,15.33539008,
"Congo, Dem. Rep.",COD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,8.838558515,6.250000078,5.943002492,5.014597361,9.908318104,19.80768858,21.21679056,18.29840586,17.64150584,16.40353329,15.47259661,17.00603069,14.91703195,18.87568198,16.22164855,15.3588925,15.36134868,15.38523319,15.55441347,17.1286573,18.26439236,19.48703808,18.10571278,
"Congo, Rep.",COG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,9.379732224,8.431380784,7.491673141,6.33191619,4.774649014,5.518019144,4.851348983,5.624228471,9.644565183,8.653424468,8.636875569,6.860816065,8.346456693,8.937166645,7.895414735,7.985791343,7.75683049,8.132929369,6.701546511,5.458434757,6.955916877,5.4647071,3.47655398,4.51105795,5.320917858,6.024214982,4.980047235,3.999127916,3.574432296,4.031521035,3.46487139,4.471276311,3.782821809,3.632431829,3.838303961,4.296322992,4.739399373,7.326381826,7.12930815,6.52260612,,
Colombia,COL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,18.96409205,18.74872075,20.1315914,19.92337954,20.01020335,20.6623584,20.37514594,21.37025747,22.72372101,23.18384287,23.2249178,24.17532455,23.8406545,23.2389248,22.46762958,23.26977513,21.31434108,21.21981438,20.98118061,22.11065544,21.3868309,22.47678093,20.31757824,21.15793513,20.88667218,18.03330754,17.90812716,16.84221079,15.83214607,14.99697584,14.76150465,14.40920351,13.78880337,14.05131564,13.84937572,13.93270065,14.13719665,14.03292802,14.23745617,14.41341036,16.03974661,16.02186119,16.19113985,15.40446344,14.77484222,13.98932571,13.23668208,13.10168278,12.67010744,12.26931864,12.40089376,12.29777884,11.41585361,11.31499171,
Comoros,COM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,7.383380404,8.438503591,7.280439109,8.700306686,12.60799887,12.57788121,13.50404741,9.568054391,13.24288804,12.72924896,13.05601613,11.73484732,12.18075841,10.09617724,9.262925466,7.196860722,7.544178037,7.004680356,6.408194727,6.453460617,5.80760974,4.542393707,4.845373226,4.922686276,5.432596261,5.444634677,5.684387355,5.800265665,6.386060314,6.546492931,5.932221678,6.404176221,6.984771032,
Costa Rica,CRI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,18.16231184,18.71935065,19.14725285,20.13205522,20.77756018,20.39501101,19.69519627,18.99038041,18.73822227,18.30738683,18.59921955,18.94446306,20.33544927,21.85594754,22.49340382,22.08697664,21.32088947,21.33257466,21.27188894,20.35344498,19.37993822,20.64617595,20.78694611,19.81148538,19.17056157,19.11440986,19.24266304,19.5549163,19.04229771,18.75541592,18.39608359,17.4961941,17.47124613,17.17754575,16.96293058,16.94556957,16.56823884,16.21598101,15.2275879,14.23789633,14.46226486,13.98246168,13.50067038,12.58123019,12.15485506,11.37893584,11.40422754,11.73765574,11.8871769,
Caribbean small states,CSS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.78840785,10.12399329,10.11795615,9.171954453,10.11029051,9.980828629,,
Cuba,CUB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,7.858146696,7.85911709,7.859257227,7.858366289,7.855111017,7.85887978,7.863967189,7.859962857,7.853913174,7.838831486,7.877726074,7.889401544,7.839940922,7.823667114,7.763423316,8.072196868,7.947778302,7.592638856,7.742296867,7.462205307,7.135125209,7.822713095,8.923775616,8.954687175,10.73361043,11.4475064,17.65213622,18.31079727,16.8994561,16.61471506,16.42281796,16.06948969,15.35553207,14.2340646,13.77614323,13.88952597,13.42192678,14.5102971,14.66229651,14.9806701,15.6308295,15.33990433,16.10314324,15.73339555,15.08753224,14.90824372,13.85027909,13.50011874,,
